lon,lat,target,slope,landuse,panarcurvature,profilecurvature,NDVI,Soil,sratumboundarydistance,geomorphictype,fracturedistance,geologicalrockdistance,rivernetworkdistance,DEM,geologicalstructure
109.73945531442853,26.171214155641515,0,-0.024972405,-0.29650906,0.019793568,-0.015129578,-0.6497661,0.12438375,0.089618094,-0.30122414,-0.047372606,0.15690637,-0.09390611,-0.3073138,0.08431814
109.70833657,26.9014030332,1,-0.09854903,0.5953779,0.019793568,0.15478253,0.61501485,0.12438375,-0.04714875,0.17795748,-0.047372606,0.11367501,-0.05003391,0.2176154,-0.045858987
110.210831818,27.9908438554,1,0.21731925,0.5953779,0.019793568,0.15478253,0.6621341,0.12438375,-0.1107438,0.17795748,0.0,0.15690637,0.073407084,0.44918767,-0.11980563
109.792216545,27.7627870005,1,-0.024972405,-0.29650906,-0.5142399,-0.5937405,0.62931603,-0.1449181,0.0,0.17795748,0.13058236,0.14363644,-0.05003391,0.2176154,0.0
109.25808672304863,27.1991047539642,0,-0.34502846,-0.29650906,0.019793568,-0.4197178,0.45598328,-1.0,0.0,-0.10804622,0.13058236,-0.16373935,0.0,-0.3073138,0.0
110.02575111848212,27.846293355734613,0,0.24909371,-0.29650906,0.13169196,-0.04824313,-0.48711532,-0.01163749,-0.1107438,0.17795748,0.13058236,0.14363644,-0.05003391,0.44918767,-0.11980563
110.53066932965396,27.88367223667244,0,-0.024972405,-0.29650906,0.061805528,-0.04824313,-0.48711532,0.12438375,-0.1107438,0.007639452,0.13058236,-0.26613727,0.0,0.44918767,-0.11980563
110.10995697721974,27.75887288218185,0,-0.024972405,-0.29650906,0.13169196,0.15478253,0.061717357,-0.1449181,-0.04714875,0.17795748,-0.047372606,0.14363644,0.073407084,0.44918767,-0.045858987
109.688614025,27.811124658,1,0.24909371,0.5953779,0.061805528,-0.015129578,0.61501485,-0.1449181,0.089618094,0.17795748,-0.047372606,0.14363644,0.2191999,0.44918767,0.08431814
110.641110592,28.4663984772,1,0.21731925,-0.29650906,-0.05008363,-0.015129578,-0.48711532,0.34860805,0.0,-0.20597248,-0.03502916,0.11367501,-0.09390611,0.2176154,0.0
110.47835988191146,28.74433146569666,0,-0.024972405,-0.29650906,0.13169196,-0.015129578,-0.6497661,-0.1449181,-0.1107438,0.007639452,-0.076221325,0.14363644,0.3084187,-0.5392109,-0.11980563
109.653609998,26.4855678503,1,0.24909371,-0.29650906,0.13169196,0.15478253,0.19743492,0.12438375,-0.1107438,-0.20597248,-0.07512392,0.11367501,0.0,0.2176154,-0.11980563
110.001664968,27.1111205287,1,0.24909371,0.020099387,0.13169196,-0.015129578,0.19743492,0.12438375,0.07058494,0.3385595,-0.03502916,0.0,0.0,0.44918767,0.08240824
109.61715578878268,26.94727998014548,0,-0.024972405,-0.29650906,-0.05008363,-0.09718881,-0.6497661,0.12438375,0.020495411,0.3385595,0.13058236,0.11367501,0.073407084,0.2176154,0.019120714
110.5819851108549,28.836676547728075,0,-0.34502846,-0.29650906,-0.10880066,-0.04824313,-0.48711532,-0.1449181,-0.1107438,-0.30122414,-0.10578715,0.14363644,-0.05003391,-0.06782815,-0.11980563
110.800003039,28.5516762828,1,-0.09854903,-0.29650906,0.061805528,-0.015129578,-0.6497661,0.12438375,0.07058494,-0.20597248,-0.076221325,-0.3798687,0.05248923,0.2176154,0.08240824
110.44110865,27.895565242,1,-0.27876917,0.5953779,0.019793568,0.18452314,0.19743492,0.12438375,0.0,-0.10804622,-0.047372606,0.15690637,0.05248923,0.44918767,0.0
109.976666107,26.7216802564,1,-0.024972405,-0.29650906,-0.05008363,-0.52874833,-0.6497661,0.12438375,0.08574249,-0.20597248,-0.07512392,0.2797376,-0.05003391,-0.06782815,0.08411552
109.42563648568895,27.209120085296647,0,0.24909371,0.5953779,-0.05008363,-0.25610235,0.6621341,0.12438375,0.089618094,-0.10804622,-0.047372606,-0.5101453,0.0,-0.06782815,0.08431814
110.447774576,27.5811220606,1,-0.27876917,-0.29650906,0.019793568,0.15478253,-0.6497661,-0.18903372,0.07058494,0.11376916,-0.047372606,0.15690637,-0.09390611,-0.3073138,0.08240824
110.634166804,27.5333506134,1,-0.47021136,0.5953779,-0.10880066,-0.04824313,0.6621341,0.20304403,0.077572934,0.11376916,-0.07512392,0.2797376,0.2191999,-0.43917856,0.0634597
109.776109653,28.0119597173,1,0.24909371,0.5953779,-0.10880066,0.18452314,0.19743492,-0.1449181,-0.04714875,0.17795748,-0.076221325,0.14363644,0.2191999,0.2176154,-0.045858987
110.731384818,27.7139014433,1,0.24909371,0.5953779,-0.43201327,0.18452314,0.061717357,-0.18903372,0.0,0.11376916,0.13058236,0.15690637,0.0,0.2176154,0.0
110.23087354094052,28.370292535107776,0,-0.09854903,-0.29650906,0.061805528,-0.09718881,-0.6497661,-0.1449181,-0.04714875,0.17795748,0.010857516,0.14363644,-0.1736689,0.2176154,-0.045858987
110.280002571,28.5341790816,1,0.24909371,0.5953779,0.061805528,-0.25610235,0.061717357,0.20304403,-0.04714875,0.17795748,-0.076221325,0.14363644,0.0,0.44918767,-0.045858987
110.585000055,27.5033425214,1,-0.27876917,0.5953779,0.061805528,-0.52874833,0.61501485,-0.1449181,0.08574249,0.11376916,-0.07512392,0.2797376,0.05248923,-0.5392109,0.08411552
109.81481224244033,26.91853554049217,0,-0.27876917,-0.29650906,0.061805528,0.15478253,-0.6497661,0.12438375,0.07058494,0.3385595,0.13058236,-0.26613727,-0.09390611,-0.3073138,0.08240824
109.1473977660739,27.256241230899157,0,-0.47021136,-0.29650906,0.13169196,-0.09718881,-0.6497661,-0.18903372,-0.04714875,-0.10804622,-0.076221325,-0.5101453,0.05248923,-0.5392109,-0.045858987
109.732777861,27.7058445772,1,-0.09854903,0.020099387,-0.10880066,-0.4197178,0.19743492,0.20304403,-0.1107438,0.17795748,-0.07512392,0.0,0.0,0.44918767,-0.11980563
109.925003421,26.7802904007,1,-0.09854903,-0.29650906,0.13169196,-0.09718881,-0.6497661,-0.07811852,0.07058494,-0.20597248,-0.047372606,0.2797376,0.05248923,-0.06782815,0.08240824
110.43987346525265,27.99918977872169,0,-0.09854903,-0.29650906,0.019793568,0.15478253,-0.6497661,0.12438375,0.07058494,-0.10804622,0.13058236,0.11367501,0.05248923,-0.06782815,0.08240824
110.511664057,28.5341810122,1,-0.34502846,-0.29650906,-0.05008363,-0.04824313,0.061717357,0.34860805,0.07058494,0.17795748,-0.047372606,-0.3798687,0.0,0.44918767,0.08240824
110.926112053,28.9069556546,1,-0.024972405,0.5953779,0.13169196,-0.015129578,0.61501485,0.12438375,-0.1107438,0.17795748,0.0,-0.3798687,-0.05003391,0.2176154,-0.11980563
109.72922053714773,26.185674826578623,0,-0.27876917,-0.29650906,-0.10880066,-0.015129578,-0.6497661,-0.1449181,-0.1107438,-0.30122414,0.13058236,0.15690637,-0.09390611,-0.5392109,-0.11980563
110.49933644072804,28.74309950512536,0,-0.09854903,-0.29650906,0.019793568,-0.015129578,-0.6497661,-0.1449181,0.0,-0.30122414,-0.076221325,0.14363644,0.073407084,-0.3073138,0.0
110.02944249,27.1186246843,1,0.24909371,-0.29650906,-0.32781467,-0.09718881,-0.6497661,0.12438375,0.089618094,0.3385595,0.0,0.15690637,-0.09390611,0.2176154,0.08431814
110.611389373,28.3175176131,1,-0.27876917,0.5953779,-0.10880066,-0.015129578,0.61501485,0.12438375,-0.04714875,-0.20597248,-0.03502916,-0.3798687,-0.1736689,-0.3073138,-0.045858987
109.5504897878038,27.11661754644168,0,-0.27876917,-0.29650906,0.019793568,0.15478253,0.061717357,0.12438375,0.089618094,0.3385595,-0.03502916,-0.16373935,0.0,0.2176154,0.08431814
109.3003698123996,26.31821046251244,0,-0.27876917,-0.29650906,-0.43201327,-0.04824313,0.45598328,-0.1449181,-0.1107438,0.11376916,-0.047372606,0.15690637,0.0,-0.5392109,-0.11980563
110.35651644411976,28.51533932695687,0,-0.024972405,-0.29650906,-0.10880066,-0.04824313,-0.48711532,-0.1449181,0.077572934,0.17795748,0.031020287,0.14363644,-0.09390611,0.2176154,0.0634597
109.67602848913008,26.041290312891267,0,-0.09854903,-0.29650906,0.13169196,0.18452314,-0.6497661,-0.1449181,-0.1107438,-0.20597248,0.0,0.15690637,0.05248923,-0.3073138,-0.11980563
110.649998524,28.8652887485,1,0.21731925,0.5953779,0.13169196,0.15478253,0.19743492,-0.1449181,-0.04714875,-0.30122414,-0.047372606,0.14363644,-0.05003391,0.44918767,-0.045858987
110.417504071,27.4658426213,1,-0.09854903,-0.29650906,0.13169196,-0.015129578,-0.6497661,-0.1449181,-0.1107438,0.11376916,0.13058236,-0.16373935,-0.05003391,-0.5392109,-0.11980563
110.37755617082917,27.740020129740092,0,0.24909371,0.5953779,0.061805528,-0.015129578,0.19743492,0.20304403,-0.1107438,-0.10804622,-0.047372606,-0.3798687,-0.05003391,0.44918767,-0.11980563
110.449445669,28.3816824072,1,0.24909371,-0.29650906,0.061805528,-0.09718881,-0.48711532,0.12438375,-0.1107438,0.17795748,-0.03502916,-0.3798687,0.05248923,-0.06782815,-0.11980563
109.865273551,27.8569556515,1,-0.024972405,-0.29650906,0.13169196,-0.015129578,0.6621341,-0.1449181,-0.1107438,0.11376916,-0.076221325,0.14363644,0.05248923,0.44918767,-0.11980563
109.773613386,26.9380714154,1,-0.27876917,0.5953779,0.019793568,-0.015129578,0.45598328,0.12438375,-0.04714875,0.3385595,0.0,0.2797376,-0.09390611,-0.06782815,-0.045858987
110.65014991384344,27.70417327750363,0,-0.27876917,-0.29650906,-0.05008363,-0.25610235,-0.6497661,-0.18903372,-0.1107438,0.11376916,0.13058236,0.14363644,-0.09390611,-0.3073138,-0.11980563
109.5296080927076,26.077144532439693,0,-0.024972405,-0.29650906,0.019793568,0.15478253,-0.48711532,0.12438375,-0.1107438,0.11376916,0.010857516,0.15690637,-0.09390611,-0.5392109,-0.11980563
110.46062773850576,28.64129865294092,0,-0.09854903,-0.29650906,-0.10880066,0.15478253,-0.48711532,-0.1449181,0.07058494,0.17795748,-0.03502916,0.14363644,0.073407084,-0.3073138,0.08240824
110.529167688,28.7719537338,1,-0.27876917,-0.29650906,0.061805528,-0.25610235,-0.6497661,-0.1449181,0.07058494,-0.30122414,0.13058236,0.14363644,-0.05003391,-0.06782815,0.08240824
110.556391601,28.3833447164,1,-0.34502846,-0.29650906,0.061805528,0.15478253,0.45598328,0.12438375,0.089618094,-0.20597248,-0.076221325,-0.3798687,0.05248923,0.2176154,0.08431814
110.08277857959705,27.04175510849045,0,-0.27876917,-0.29650906,0.13169196,-0.09718881,0.6621341,0.12438375,-0.1107438,-0.10804622,0.010857516,0.2797376,0.05248923,-0.06782815,-0.11980563
109.43891473735395,26.441969034368213,0,-0.09854903,-0.29650906,-0.05008363,-0.015129578,0.061717357,-0.18903372,-0.04714875,-0.20597248,-0.047372606,0.15690637,-0.05003391,-0.3073138,-0.045858987
110.266113638,28.3083471899,1,-0.024972405,0.5953779,-0.10880066,0.15478253,0.45598328,-0.1449181,0.07058494,0.17795748,-0.03502916,0.14363644,0.0,0.44918767,0.08240824
110.22742190488395,27.553420858751128,0,-0.024972405,-0.29650906,-0.05008363,-0.09718881,0.061717357,0.12438375,0.07058494,-0.10804622,-0.047372606,-0.16373935,0.3084187,-0.06782815,0.08240824
110.014169223,27.1030691321,1,-0.024972405,-0.29650906,0.13169196,-0.015129578,0.061717357,0.12438375,0.089618094,0.3385595,-0.076221325,0.15690637,0.073407084,0.2176154,0.08431814
109.48027329315865,27.76247665112644,0,-0.09854903,-0.29650906,0.061805528,-0.015129578,0.45598328,-0.18903372,0.089618094,0.007639452,0.13058236,0.14363644,-0.1736689,-0.3073138,0.08431814
110.601392851,28.2611209525,1,-0.024972405,-0.29650906,-0.05008363,-0.25610235,0.061717357,0.12438375,0.07058494,-0.33374286,-0.047372606,-0.3798687,0.0,-0.06782815,0.08240824
109.746113516,27.7214040602,1,-0.024972405,-0.29650906,0.13169196,0.15478253,0.61501485,-0.1449181,-0.1107438,0.17795748,-0.07512392,0.14363644,0.0,0.44918767,-0.11980563
109.12325843812428,27.22656861423069,0,-0.09854903,-0.29650906,0.13169196,0.15478253,-0.6497661,-0.1449181,0.08574249,-0.10804622,-0.03502916,-0.5101453,0.05248923,-0.5392109,0.08411552
109.647501379,26.093898568,1,0.21731925,-0.29650906,-0.05008363,-0.25610235,-0.6497661,0.12438375,0.07058494,0.11376916,-0.07512392,0.15690637,0.05248923,-0.3073138,0.08240824
109.42909111900607,26.501420056255085,0,-0.09854903,-0.29650906,0.13169196,-0.09718881,-0.48711532,-0.1449181,0.07058494,0.11376916,-0.047372606,0.15690637,-0.05003391,-0.43917856,0.08240824
110.25758994528309,28.36188852131648,0,-0.024972405,-0.29650906,-0.43201327,0.15478253,-0.6497661,-0.1449181,-0.04714875,0.17795748,-0.03502916,0.14363644,-0.09390611,0.2176154,-0.045858987
109.883885041,27.8636220242,1,0.24909371,-0.29650906,0.13169196,0.15478253,0.61501485,-0.1449181,0.07058494,0.11376916,-0.03502916,0.14363644,0.05248923,0.44918767,0.08240824
109.83546733724486,27.95309593080616,0,-0.27876917,-0.29650906,0.061805528,0.18452314,0.45598328,-0.1449181,-0.1107438,0.17795748,-0.03502916,0.14363644,0.2191999,0.2176154,-0.11980563
110.003053343,27.1080712391,1,-0.27876917,0.5953779,0.019793568,0.18452314,0.61501485,0.12438375,0.07058494,0.3385595,-0.03502916,0.15690637,0.073407084,0.44918767,0.08240824
110.961940873,28.0164020538,1,-0.09854903,0.5953779,0.13169196,-0.09718881,0.62931603,0.12438375,0.07058494,-0.20597248,0.13058236,0.14363644,0.0,0.2176154,0.08240824
109.857502176,26.709454276,1,-0.024972405,-0.29650906,-0.05008363,-0.09718881,-0.48711532,0.12438375,-0.04714875,-0.20597248,-0.03502916,0.15690637,-0.09390611,-0.5392109,-0.045858987
109.914723933,26.7161211908,1,-0.024972405,-0.29650906,-0.10880066,0.15478253,0.061717357,0.12438375,-0.04714875,-0.20597248,0.0,0.2797376,-0.09390611,-0.06782815,-0.045858987
110.5110625786728,28.274659390971152,0,-0.34502846,-0.29650906,0.019793568,-0.09718881,-0.6497661,-0.1449181,0.08574249,-0.20597248,-0.07512392,-0.3798687,-0.09390611,-0.5392109,0.08411552
109.75037166600588,26.525716304961986,0,-0.09854903,-0.29650906,-0.32781467,-0.52874833,-0.6497661,0.12438375,0.020495411,-0.30122414,-0.07512392,0.15690637,-0.09390611,-0.06782815,0.019120714
110.3650851523373,27.856947066579604,0,-0.27876917,-0.29650906,-0.05008363,-0.015129578,-0.6497661,0.12438375,-0.04714875,0.007639452,-0.047372606,0.15690637,-0.09390611,0.44918767,-0.045858987
109.72353784556464,26.66361470035124,0,0.24909371,0.5953779,0.061805528,-0.015129578,0.61501485,0.12438375,-0.1107438,-0.20597248,-0.076221325,0.15690637,0.0,-0.06782815,-0.11980563
109.465835367,26.7219577656,1,-0.024972405,-0.29650906,-0.10880066,-0.015129578,-0.48711532,-0.18903372,0.07058494,-0.20597248,-0.047372606,0.15690637,-0.05003391,-0.3073138,0.08240824
109.99561593995853,26.94002492592618,0,-0.09854903,-0.29650906,-0.10880066,-0.015129578,-0.6497661,-0.66293824,0.089618094,0.3385595,-0.03502916,0.2797376,-0.05003391,-0.06782815,0.08431814
109.711106775,26.4950145584,1,-0.024972405,0.5953779,0.061805528,-0.015129578,0.62931603,0.12438375,-0.04714875,-0.30122414,-0.03502916,0.15690637,-0.1736689,-0.3073138,-0.045858987
109.992780738,27.1100103252,1,0.24909371,0.5953779,0.019793568,0.15478253,-0.48711532,0.12438375,0.07058494,0.3385595,-0.047372606,0.11367501,-0.09390611,0.44918767,0.08240824
109.61561698787617,26.140360695121384,0,-0.09854903,-0.29650906,0.061805528,0.15478253,-0.48711532,0.12438375,-0.04714875,0.11376916,-0.076221325,0.15690637,-0.05003391,-0.06782815,0.08240824
109.821391932,27.8883478631,1,0.21731925,0.5953779,0.13169196,-0.015129578,0.19743492,-0.1449181,-0.04714875,0.17795748,0.13058236,0.14363644,0.073407084,0.44918767,-0.045858987
110.538059409,27.4505654643,1,-0.024972405,-0.29650906,-0.10880066,0.15478253,-0.6497661,0.20304403,-0.1107438,0.11376916,-0.047372606,0.2797376,-0.09390611,-0.5392109,-0.11980563
110.395282205,27.7619575021,1,-0.024972405,-0.29650906,0.019793568,0.18452314,0.6621341,0.20304403,-0.1107438,-0.10804622,-0.047372606,0.11367501,0.0,0.44918767,-0.11980563
109.51033524567518,27.398830565653945,0,0.24909371,0.5953779,0.13169196,-0.015129578,0.61501485,0.14854836,0.089618094,0.17795748,-0.03502916,0.11367501,0.05248923,0.2176154,0.08431814
110.860833631,28.5697349648,1,0.24909371,-0.29650906,0.13169196,-0.015129578,0.62931603,0.12438375,-0.1107438,-0.20597248,-0.047372606,-0.3798687,-0.05003391,0.44918767,-0.11980563
110.591663037,28.5664039647,1,0.21731925,-0.29650906,-0.32781467,-0.09718881,0.62931603,0.34860805,0.07058494,0.17795748,0.13058236,0.14363644,-0.05003391,0.2176154,0.08240824
110.44916062160648,27.36616809780668,0,-0.024972405,-0.29650906,-0.05008363,-0.09718881,-0.48711532,-0.1449181,0.0,0.11376916,-0.047372606,-0.26613727,0.0,-0.5392109,0.0
109.699997892,27.8052863923,1,0.21731925,-0.29650906,0.019793568,0.15478253,0.62931603,-0.1449181,0.089618094,0.17795748,-0.076221325,0.14363644,0.073407084,0.44918767,0.08431814
109.5389957482021,26.240407762305946,0,-0.34502846,-0.29650906,0.019793568,0.15478253,0.61501485,0.12438375,-0.1107438,0.11376916,0.13058236,0.15690637,-0.09390611,-0.06782815,-0.11980563
110.867495189,27.8702941015,1,-0.024972405,-0.29650906,-0.10880066,-0.25610235,0.61501485,-0.66293824,-0.04714875,-0.20597248,-0.03502916,0.14363644,0.073407084,-0.43917856,-0.045858987
110.464720577,27.8608458236,1,-0.34502846,-0.29650906,0.13169196,-0.015129578,0.61501485,-0.18903372,-0.04714875,-0.10804622,-0.047372606,-0.26613727,-0.05003391,0.2176154,-0.045858987
110.00583391,27.3425137885,1,0.21731925,0.5953779,0.13169196,0.15478253,0.45598328,0.12438375,0.077572934,-0.10804622,-0.03502916,-0.16373935,-0.09390611,-0.06782815,0.0634597
110.389162308,27.7425115596,1,-0.09854903,-0.29650906,0.061805528,0.18452314,0.61501485,0.12438375,-0.04714875,-0.10804622,0.13058236,0.11367501,0.0,0.44918767,-0.045858987
109.72356366701352,26.508894458328925,0,-0.024972405,-0.29650906,-0.43201327,0.18452314,0.45598328,-0.1449181,0.08574249,-0.30122414,-0.03502916,0.15690637,-0.09390611,-0.5392109,0.08411552
110.048058133,27.154460355,1,0.21731925,0.5953779,-0.10880066,0.18452314,0.45598328,0.12438375,-0.1107438,0.3385595,0.031020287,0.11367501,-0.09390611,0.44918767,-0.11980563
110.669996672,28.5058478298,1,0.21731925,0.5953779,0.13169196,0.15478253,0.6621341,0.20304403,-0.04714875,-0.20597248,0.13058236,0.14363644,0.0,0.44918767,-0.045858987
109.51669905496068,26.02609691840137,0,-0.024972405,-0.29650906,-0.10880066,0.15478253,-0.6497661,-0.1449181,-0.1107438,0.11376916,-0.07512392,0.15690637,0.05248923,-0.5392109,-0.11980563
109.25120387594306,27.301194835252165,0,-0.27876917,-0.29650906,-0.32781467,-0.015129578,-0.6497661,-0.1449181,0.089618094,-0.10804622,0.031020287,-0.5101453,0.05248923,-0.5392109,0.08431814
110.33175617531764,27.85488077466269,0,-0.34502846,-0.29650906,0.13169196,0.15478253,0.061717357,-1.0,-0.1107438,0.007639452,-0.076221325,0.2797376,-0.05003391,0.2176154,-0.11980563
109.522772336,26.0700150577,1,0.24909371,-0.29650906,0.061805528,0.18452314,0.62931603,-0.1449181,-0.1107438,0.11376916,0.010857516,0.15690637,-0.1736689,-0.3073138,0.08240824
109.16852112055923,27.12940993092416,0,-0.27876917,-0.29650906,-0.43201327,-0.4197178,-0.48711532,-0.27576318,0.07058494,-0.10804622,-0.03502916,-0.16373935,0.0,-0.3073138,0.08240824
109.725836733,26.0977885528,1,-0.27876917,-0.29650906,0.061805528,0.15478253,-0.6497661,0.12438375,0.07058494,-0.30122414,0.13058236,0.15690637,-0.09390611,-0.06782815,0.08240824
110.5800679199512,28.39948293026565,0,0.24909371,-0.29650906,0.13169196,0.15478253,-0.48711532,0.12438375,0.07058494,-0.20597248,-0.03502916,-0.3798687,0.073407084,0.2176154,0.08240824
110.19812492317033,28.47243560947403,0,-0.09854903,-0.29650906,0.019793568,-0.04824313,-0.48711532,-0.1449181,0.08574249,0.17795748,-0.047372606,0.14363644,-0.1736689,0.44918767,0.08411552
110.019717728,27.0691773549,1,-0.09854903,-0.29650906,-0.32781467,-0.25610235,-0.48711532,0.12438375,0.07058494,-0.10804622,-0.047372606,0.15690637,-0.09390611,0.2176154,0.08240824
110.396668003,28.4897330221,1,0.24909371,-0.29650906,0.019793568,-0.04824313,0.45598328,-0.1449181,-0.04714875,0.17795748,0.031020287,0.0,0.0,0.44918767,-0.045858987
110.033058695,27.109733834,1,0.24909371,0.5953779,0.13169196,0.15478253,0.19743492,0.12438375,0.08574249,-0.10804622,0.13058236,0.15690637,0.073407084,0.2176154,0.08411552
110.89269104463094,28.860131354393417,0,-0.024972405,-0.29650906,0.061805528,-0.25610235,-0.6497661,0.12438375,-0.1107438,0.17795748,0.031020287,-0.3798687,0.073407084,0.2176154,-0.11980563
